#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn    rmse_v_val  rmse_v_trn         lr
2953000      1.36e-01    1.17e-01      3.06e-04    2.02e-04      7.48e-02    8.13e-02      8.08e-03    6.84e-03    6.5e-13
2954000      2.07e-01    9.97e-02      6.60e-04    5.67e-05      7.79e-02    6.79e-02      4.22e-03    7.91e-03    6.5e-13
2955000      1.05e-01    1.42e-01      1.37e-04    3.90e-04      7.18e-02    7.57e-02      7.37e-03    4.93e-03    6.3e-13
2956000      8.82e-02    1.11e-01      8.45e-05    4.71e-05      6.88e-02    8.31e-02      5.52e-03    7.98e-03    6.3e-13
2957000      9.21e-02    9.82e-02      1.33e-05    1.57e-05      7.52e-02    7.19e-02      5.89e-03    7.41e-03    6.3e-13
2958000      1.45e-01    1.22e-01      3.71e-04    1.04e-04      7.09e-02    7.75e-02      7.65e-03    1.00e-02    6.3e-13
2959000      1.13e-01    9.26e-02      1.20e-04    9.58e-05      8.29e-02    8.03e-02      7.59e-03    4.12e-03    6.3e-13
2960000      2.28e-01    1.12e-01      7.17e-04    2.30e-04      7.00e-02    6.25e-02      8.19e-03    7.37e-03    6.1e-13
2961000      1.46e-01    1.02e-01      3.53e-04    1.31e-04      6.88e-02    7.46e-02      9.06e-03    6.54e-03    6.1e-13
2962000      2.97e-01    1.37e-01      9.57e-04    3.65e-04      7.59e-02    7.46e-02      1.01e-02    5.42e-03    6.1e-13
2963000      9.25e-02    9.83e-02      1.03e-06    7.61e-05      6.89e-02    7.52e-02      6.87e-03    6.61e-03    6.1e-13
2964000      1.13e-01    1.95e-01      1.98e-04    5.76e-04      7.81e-02    7.04e-02      6.53e-03    8.69e-03    6.1e-13
2965000      1.09e-01    1.17e-01      2.46e-04    2.27e-04      6.32e-02    7.17e-02      6.04e-03    7.42e-03    5.9e-13
2966000      2.92e-01    1.61e-01      9.50e-04    4.43e-04      7.86e-02    7.28e-02      8.53e-03    7.58e-03    5.9e-13
2967000      1.06e-01    1.38e-01      9.74e-05    2.00e-04      7.58e-02    7.19e-02      7.65e-03    1.14e-02    5.9e-13
2968000      9.09e-02    1.49e-01      6.03e-05    8.71e-06      7.20e-02    8.06e-02      5.85e-03    1.40e-02    5.9e-13
2969000      1.46e-01    9.19e-02      3.22e-04    1.69e-04      7.11e-02    6.40e-02      9.81e-03    5.02e-03    5.9e-13
2970000      9.92e-02    9.36e-02      1.24e-04    9.45e-05      7.74e-02    7.45e-02      5.67e-03    5.52e-03    5.7e-13
2971000      1.11e-01    1.40e-01      1.94e-04    1.82e-04      7.31e-02    8.08e-02      7.03e-03    1.13e-02    5.7e-13
2972000      1.10e-01    1.10e-01      1.96e-04    4.83e-05      7.84e-02    8.00e-02      6.00e-03    8.20e-03    5.7e-13
2973000      9.48e-02    2.30e-01      5.24e-05    6.65e-04      6.79e-02    7.15e-02      7.16e-03    1.23e-02    5.7e-13
2974000      1.14e-01    1.30e-01      1.21e-04    3.40e-04      7.70e-02    7.09e-02      8.54e-03    5.69e-03    5.7e-13
2975000      9.46e-02    1.74e-01      6.48e-05    4.60e-04      7.55e-02    6.79e-02      5.99e-03    1.02e-02    5.5e-13
2976000      1.59e-01    1.00e-01      3.82e-04    2.20e-04      7.97e-02    7.08e-02      9.37e-03    3.77e-03    5.5e-13
2977000      1.01e-01    9.26e-02      1.05e-04    9.58e-05      7.37e-02    8.03e-02      6.95e-03    4.12e-03    5.5e-13
2978000      1.98e-01    1.71e-01      5.47e-04    4.45e-04      8.03e-02    7.88e-02      1.03e-02    9.21e-03    5.5e-13
2979000      1.03e-01    1.18e-01      1.43e-04    3.01e-04      8.70e-02    6.77e-02      4.20e-03    5.12e-03    5.5e-13
2980000      9.97e-02    9.03e-02      1.84e-04    7.94e-05      7.61e-02    7.49e-02      4.16e-03    5.00e-03    5.3e-13
2981000      1.24e-01    1.40e-01      2.85e-04    3.60e-04      7.27e-02    7.24e-02      6.50e-03    6.81e-03    5.3e-13
2982000      1.21e-01    1.22e-01      1.93e-04    1.94e-04      8.19e-02    7.45e-02      7.72e-03    8.82e-03    5.3e-13
2983000      1.06e-01    1.05e-01      1.87e-05    6.29e-05      8.03e-02    7.96e-02      7.69e-03    7.26e-03    5.3e-13
2984000      1.05e-01    1.72e-01      1.56e-04    5.00e-04      8.20e-02    8.28e-02      5.41e-03    5.36e-03    5.3e-13
2985000      9.74e-02    1.41e-01      4.97e-05    2.73e-04      7.11e-02    9.42e-02      7.24e-03    7.78e-03    5.1e-13
2986000      1.05e-01    9.65e-02      1.90e-04    1.27e-04      7.84e-02    6.91e-02      4.81e-03    6.29e-03    5.1e-13
2987000      1.42e-01    1.34e-01      2.61e-04    3.27e-04      9.08e-02    6.80e-02      8.94e-03    7.67e-03    5.1e-13
2988000      1.58e-01    1.00e-01      4.72e-04    9.54e-07      7.61e-02    7.39e-02      3.54e-03    7.49e-03    5.1e-13
2989000      1.85e-01    1.46e-01      5.20e-04    3.81e-04      8.28e-02    8.18e-02      8.30e-03    5.84e-03    5.1e-13
2990000      9.38e-02    9.92e-02      2.18e-05    2.06e-04      8.03e-02    6.56e-02      5.34e-03    5.10e-03    4.9e-13
2991000      8.58e-02    9.91e-02      7.86e-05    1.94e-05      7.06e-02    8.07e-02      4.81e-03    6.37e-03    4.9e-13
2992000      7.88e-02    1.60e-01      6.59e-05    4.38e-04      6.85e-02    7.29e-02      3.80e-03    7.67e-03    4.9e-13
2993000      1.40e-01    1.01e-01      2.79e-04    2.11e-04      7.45e-02    6.99e-02      9.74e-03    4.63e-03    4.9e-13
2994000      1.50e-01    8.45e-02      3.55e-04    5.92e-05      6.91e-02    7.58e-02      9.65e-03    3.70e-03    4.9e-13
2995000      1.09e-01    1.41e-01      3.88e-05    3.72e-04      8.79e-02    6.75e-02      6.99e-03    7.19e-03    4.7e-13
2996000      1.63e-01    1.08e-01      3.85e-04    2.00e-04      8.74e-02    7.87e-02      9.32e-03    5.27e-03    4.7e-13
2997000      9.75e-02    1.07e-01      1.41e-04    1.42e-04      6.10e-02    7.95e-02      7.18e-03    6.54e-03    4.7e-13
2998000      1.13e-01    1.01e-01      5.29e-05    7.14e-05      8.57e-02    7.18e-02      8.08e-03    7.63e-03    4.7e-13
2999000      1.89e-01    1.37e-01      5.71e-04    3.36e-04      7.42e-02    7.97e-02      6.90e-03    6.33e-03    4.7e-13
3000000      9.90e-02    1.23e-01      6.37e-05    1.48e-04      7.80e-02    7.65e-02      6.48e-03    9.61e-03    4.6e-13
3001000      1.04e-01    1.32e-01      1.13e-04    3.27e-04      8.25e-02    6.84e-02      6.04e-03    7.10e-03    4.6e-13
3002000      1.51e-01    1.29e-01      3.66e-04    3.27e-04      8.11e-02    7.73e-02      8.15e-03    4.83e-03    4.6e-13
3003000      9.02e-02    1.14e-01      1.26e-04    2.11e-04      6.82e-02    7.68e-02      5.19e-03    6.52e-03    4.6e-13
3004000      1.16e-01    1.03e-01      3.02e-04    6.68e-05      7.46e-02    7.46e-02      2.66e-03    7.54e-03    4.6e-13
3005000      9.34e-02    9.95e-02      1.38e-04    1.90e-04      7.57e-02    6.85e-02      4.23e-03    5.31e-03    4.4e-13
3006000      1.21e-01    1.19e-01      2.26e-04    2.22e-04      8.18e-02    8.44e-02      6.81e-03    6.16e-03    4.4e-13
3007000      9.21e-02    8.24e-02      1.33e-05    1.21e-05      7.52e-02    7.68e-02      5.89e-03    3.28e-03    4.4e-13
3008000      1.71e-01    1.26e-01      5.02e-04    3.13e-04      8.08e-02    8.18e-02      5.20e-03    3.92e-03    4.4e-13
3009000      1.07e-01    1.00e-01      9.29e-05    1.60e-04      7.64e-02    7.83e-02      7.77e-03    4.78e-03    4.4e-13
3010000      1.13e-01    1.64e-01      2.12e-04    4.09e-04      7.92e-02    8.40e-02      5.99e-03    8.87e-03    4.2e-13
3011000      1.13e-01    1.40e-01      1.98e-04    3.60e-04      7.81e-02    7.24e-02      6.53e-03    6.81e-03    4.2e-13
3012000      1.55e-01    1.01e-01      3.23e-04    1.13e-04      7.96e-02    7.21e-02      1.06e-02    6.95e-03    4.2e-13
3013000      1.51e-01    1.58e-01      3.66e-04    4.63e-04      8.11e-02    7.48e-02      8.15e-03    4.97e-03    4.2e-13
3014000      1.05e-01    9.79e-02      8.99e-06    1.90e-04      7.31e-02    6.54e-02      8.43e-03    5.42e-03    4.2e-13
3015000      1.24e-01    1.36e-01      2.75e-04    2.64e-04      7.41e-02    8.87e-02      6.74e-03    7.79e-03    4.1e-13
3016000      1.05e-01    1.18e-01      7.12e-05    2.95e-04      7.95e-02    7.96e-02      7.29e-03    2.72e-03    4.1e-13
3017000      1.18e-01    1.26e-01      2.81e-04    1.03e-04      6.80e-02    8.19e-02      6.07e-03    1.02e-02    4.1e-13
3018000      1.19e-01    1.52e-01      7.17e-05    3.96e-04      7.51e-02    7.45e-02      1.00e-02    7.66e-03    4.1e-13
3019000      8.55e-02    9.26e-02      7.85e-05    6.10e-05      6.91e-02    7.86e-02      5.01e-03    5.09e-03    4.1e-13
3020000      8.98e-02    1.41e-01      8.47e-05    3.97e-04      7.54e-02    7.05e-02      4.72e-03    5.11e-03    4.0e-13
3021000      1.97e-01    1.16e-01      5.31e-04    2.67e-04      8.09e-02    7.99e-02      1.08e-02    3.90e-03    4.0e-13
3022000      9.45e-02    1.20e-01      7.84e-05    3.04e-04      7.74e-02    7.64e-02      5.50e-03    3.55e-03    4.0e-13
3023000      1.13e-01    1.11e-01      2.06e-04    2.40e-04      9.04e-02    7.28e-02      3.80e-03    5.34e-03    4.0e-13
3024000      2.13e-01    9.27e-02      6.92e-04    2.58e-05      7.13e-02    7.55e-02      4.38e-03    5.91e-03    4.0e-13
3025000      1.08e-01    1.21e-01      2.10e-04    2.25e-04      8.40e-02    8.33e-02      3.43e-03    6.72e-03    3.8e-13
3026000      8.92e-02    9.28e-02      8.35e-05    9.82e-05      7.46e-02    7.60e-02      4.74e-03    5.03e-03    3.8e-13
3027000      1.54e-01    9.75e-02      4.40e-04    7.30e-05      7.64e-02    7.95e-02      5.32e-03    5.83e-03    3.8e-13
3028000      9.58e-02    8.80e-02      1.81e-04    1.68e-04      7.08e-02    6.55e-02      4.34e-03    3.80e-03    3.8e-13
3029000      1.71e-01    1.56e-01      4.79e-04    4.39e-04      7.65e-02    7.02e-02      7.68e-03    6.76e-03    3.8e-13
3030000      1.04e-01    1.01e-01      2.44e-05    7.59e-05      7.53e-02    7.22e-02      7.96e-03    7.46e-03    3.7e-13
3031000      1.12e-01    1.35e-01      2.33e-04    2.81e-04      7.10e-02    8.03e-02      6.27e-03    8.15e-03    3.7e-13
3032000      1.07e-01    9.78e-02      1.08e-04    5.37e-05      7.56e-02    8.23e-02      7.73e-03    5.62e-03    3.7e-13
3033000      2.07e-01    1.61e-01      6.60e-04    4.31e-04      7.79e-02    7.92e-02      4.22e-03    7.54e-03    3.7e-13
3034000      7.55e-02    1.04e-01      3.18e-05    1.98e-04      7.08e-02    6.80e-02      2.73e-03    5.99e-03    3.7e-13
3035000      1.98e-01    1.73e-01      6.00e-04    5.19e-04      8.28e-02    6.89e-02      6.39e-03    6.34e-03    3.5e-13
3036000      1.38e-01    1.15e-01      3.23e-04    1.49e-04      7.15e-02    6.79e-02      8.16e-03    9.14e-03    3.5e-13
3037000      1.62e-01    1.44e-01      4.85e-04    1.58e-04      6.76e-02    8.63e-02      5.82e-03    1.18e-02    3.5e-13
3038000      1.19e-01    1.26e-01      1.94e-04    2.84e-04      8.14e-02    7.46e-02      7.35e-03    6.78e-03    3.5e-13
3039000      8.61e-02    1.69e-01      6.54e-05    4.95e-04      7.23e-02    7.95e-02      4.77e-03    5.33e-03    3.5e-13
3040000      1.08e-01    9.68e-02      1.96e-04    4.10e-05      8.89e-02    7.28e-02      2.67e-03    6.97e-03    3.4e-13
3041000      1.45e-01    1.23e-01      3.71e-04    1.04e-04      7.09e-02    7.67e-02      7.65e-03    1.02e-02    3.4e-13
3042000      1.58e-01    2.00e-01      3.87e-04    5.34e-04      7.95e-02    7.50e-02      8.97e-03    1.18e-02    3.4e-13
3043000      1.11e-01    1.25e-01      1.94e-04    2.14e-04      7.31e-02    8.33e-02      7.03e-03    7.81e-03    3.4e-13
3044000      1.41e-01    1.20e-01      3.74e-04    2.37e-04      7.13e-02    7.34e-02      6.61e-03    7.45e-03    3.4e-13
3045000      1.90e-01    1.42e-01      5.49e-04    1.79e-04      7.37e-02    7.08e-02      8.87e-03    1.25e-02    3.3e-13
3046000      1.02e-01    1.56e-01      1.18e-04    3.64e-04      8.20e-02    8.68e-02      5.51e-03    8.76e-03    3.3e-13
3047000      8.79e-02    1.33e-01      4.70e-05    3.52e-04      7.73e-02    7.08e-02      4.40e-03    5.60e-03    3.3e-13
3048000      1.24e-01    1.45e-01      1.85e-04    3.97e-04      7.80e-02    7.46e-02      8.92e-03    5.76e-03    3.3e-13
3049000      1.07e-01    8.99e-02      1.51e-04    2.77e-05      7.60e-02    6.57e-02      6.89e-03    6.76e-03    3.3e-13
3050000      9.06e-02    1.18e-01      5.70e-05    3.01e-04      7.03e-02    6.77e-02      6.10e-03    5.12e-03    3.2e-13
3051000      1.02e-01    1.13e-01      7.60e-05    2.73e-04      8.06e-02    7.64e-02      6.60e-03    3.50e-03    3.2e-13
3052000      1.44e-01    1.26e-01      3.45e-04    2.89e-04      7.78e-02    7.21e-02      7.95e-03    6.83e-03    3.2e-13
3053000      1.46e-01    9.56e-02      3.04e-04    1.18e-04      6.86e-02    7.11e-02      1.05e-02    6.03e-03    3.2e-13
3054000      8.47e-02    1.31e-01      6.18e-05    3.39e-04      7.53e-02    7.85e-02      3.85e-03    4.48e-03    3.2e-13
3055000      1.05e-01    2.17e-01      2.32e-04    6.79e-04      6.43e-02    7.69e-02      5.67e-03    6.89e-03    3.1e-13
3056000      1.43e-01    1.03e-01      5.35e-05    2.35e-04      7.36e-02    7.39e-02      1.35e-02    2.93e-03    3.1e-13
3057000      1.03e-01    1.00e-01      3.33e-05    7.77e-05      8.01e-02    7.40e-02      7.11e-03    7.07e-03    3.1e-13
3058000      1.05e-01    1.24e-01      1.37e-04    1.16e-04      7.18e-02    7.83e-02      7.37e-03    9.99e-03    3.1e-13
3059000      1.36e-01    9.71e-02      2.45e-04    6.84e-05      8.04e-02    7.68e-02      9.42e-03    6.23e-03    3.1e-13
3060000      2.01e-01    2.51e-01      6.31e-04    7.73e-04      7.56e-02    7.04e-02      5.25e-03    1.10e-02    3.0e-13
3061000      1.59e-01    1.77e-01      4.70e-04    4.36e-04      6.82e-02    7.49e-02      5.90e-03    1.13e-02    3.0e-13
3062000      1.21e-01    1.34e-01      1.93e-04    2.93e-04      8.19e-02    6.61e-02      7.72e-03    9.12e-03    3.0e-13
3063000      9.67e-02    1.41e-01      1.24e-04    2.44e-04      7.59e-02    6.98e-02      5.38e-03    1.12e-02    3.0e-13
3064000      1.80e-01    7.97e-02      5.37e-04    4.78e-05      8.55e-02    7.31e-02      4.50e-03    3.18e-03    3.0e-13
3065000      1.09e-01    1.07e-01      3.89e-05    2.11e-04      7.43e-02    7.53e-02      8.77e-03    5.27e-03    2.9e-13
3066000      1.23e-01    9.26e-02      2.56e-04    3.49e-05      8.21e-02    7.90e-02      6.03e-03    5.25e-03    2.9e-13
3067000      1.20e-01    8.78e-02      2.20e-04    2.85e-05      7.74e-02    8.17e-02      7.50e-03    3.47e-03    2.9e-13
3068000      9.50e-02    1.03e-01      1.16e-04    1.44e-04      7.13e-02    6.98e-02      5.93e-03    7.12e-03    2.9e-13
3069000      1.76e-01    8.63e-02      5.13e-04    8.15e-05      9.38e-02    7.33e-02      3.03e-03    4.35e-03    2.9e-13
3070000      1.49e-01    9.75e-02      3.47e-04    1.44e-04      8.03e-02    7.47e-02      8.63e-03    5.27e-03    2.8e-13
3071000      1.40e-01    1.57e-01      3.81e-04    4.14e-04      7.15e-02    7.64e-02      5.91e-03    7.72e-03    2.8e-13
3072000      9.06e-02    9.28e-02      7.31e-06    1.30e-04      6.90e-02    7.09e-02      6.53e-03    5.23e-03    2.8e-13
3073000      1.04e-01    9.49e-02      2.14e-04    2.44e-05      7.49e-02    6.82e-02      4.23e-03    7.29e-03    2.8e-13
3074000      1.83e-01    1.15e-01      5.34e-04    1.76e-04      8.12e-02    8.39e-02      7.00e-03    6.69e-03    2.8e-13
3075000      9.45e-02    9.02e-02      8.95e-05    3.95e-05      6.27e-02    6.98e-02      7.32e-03    6.23e-03    2.7e-13
3076000      2.28e-01    1.44e-01      7.17e-04    4.16e-04      7.00e-02    7.70e-02      8.19e-03    3.26e-03    2.7e-13
3077000      1.34e-01    8.83e-02      3.49e-04    7.87e-06      7.95e-02    6.86e-02      4.64e-03    6.17e-03    2.7e-13
3078000      1.03e-01    1.13e-01      1.56e-04    1.71e-05      6.91e-02    7.45e-02      6.88e-03    9.47e-03    2.7e-13
3079000      9.32e-02    1.15e-01      7.77e-05    1.69e-04      7.29e-02    6.55e-02      5.96e-03    9.01e-03    2.7e-13
3080000      1.09e-01    1.01e-01      2.65e-06    1.19e-04      6.98e-02    7.94e-02      9.23e-03    5.89e-03    2.6e-13
3081000      9.97e-02    1.90e-01      2.58e-05    6.01e-04      6.99e-02    7.58e-02      7.86e-03    3.54e-03    2.6e-13
3082000      1.98e-01    9.45e-02      5.47e-04    4.11e-05      8.03e-02    7.68e-02      1.03e-02    5.97e-03    2.6e-13
3083000      1.14e-01    1.03e-01      2.55e-04    1.97e-04      6.90e-02    7.81e-02      5.94e-03    3.98e-03    2.6e-13
3084000      9.90e-02    1.01e-01      6.37e-05    1.22e-04      7.80e-02    7.24e-02      6.48e-03    6.89e-03    2.6e-13
3085000      1.78e-01    2.20e-01      5.04e-04    6.34e-04      6.96e-02    7.08e-02      8.79e-03    1.16e-02    2.5e-13
3086000      1.09e-01    1.19e-01      4.11e-05    1.60e-04      7.29e-02    7.68e-02      8.97e-03    8.69e-03    2.5e-13
3087000      1.67e-01    1.11e-01      4.82e-04    1.13e-04      7.65e-02    7.39e-02      6.39e-03    8.55e-03    2.5e-13
3088000      9.78e-02    1.33e-01      7.20e-05    3.53e-04      7.56e-02    7.57e-02      6.51e-03    4.96e-03    2.5e-13
3089000      8.99e-02    1.17e-01      1.96e-05    2.37e-04      7.24e-02    6.18e-02      5.90e-03    8.17e-03    2.5e-13
3090000      1.09e-01    8.89e-02      2.46e-04    3.49e-06      6.32e-02    7.44e-02      6.04e-03    5.41e-03    2.4e-13
3091000      1.37e-01    1.00e-01      3.69e-04    1.43e-04      7.69e-02    7.48e-02      4.79e-03    5.81e-03    2.4e-13
3092000      1.03e-01    1.15e-01      2.27e-04    8.73e-06      6.86e-02    7.99e-02      4.53e-03    9.22e-03    2.4e-13
3093000      2.26e-01    1.01e-01      7.35e-04    4.24e-05      7.96e-02    7.77e-02      3.57e-03    7.08e-03    2.4e-13
3094000      2.51e-01    1.22e-01      7.35e-04    3.18e-04      8.38e-02    6.83e-02      1.23e-02    5.12e-03    2.4e-13
3095000      1.32e-01    1.17e-01      1.20e-04    1.66e-05      8.08e-02    7.31e-02      1.10e-02    1.01e-02    2.3e-13
3096000      9.86e-02    1.60e-01      6.07e-05    4.82e-04      7.04e-02    7.65e-02      7.43e-03    3.17e-03    2.3e-13
3097000      1.46e-01    1.23e-01      3.22e-04    5.31e-05      7.11e-02    7.92e-02      9.81e-03    1.04e-02    2.3e-13
3098000      9.77e-02    1.29e-01      1.60e-04    3.39e-04      7.53e-02    7.12e-02      4.72e-03    5.32e-03    2.3e-13
3099000      9.46e-02    1.46e-01      6.48e-05    4.16e-04      7.55e-02    7.15e-02      5.99e-03    5.23e-03    2.3e-13
3100000      1.05e-01    1.25e-01      9.84e-05    2.05e-04      8.30e-02    7.28e-02      6.51e-03    9.22e-03    2.2e-13
3101000      9.34e-02    1.18e-01      1.38e-04    2.06e-04      7.57e-02    8.16e-02      4.23e-03    6.87e-03    2.2e-13
3102000      9.25e-02    1.15e-01      1.03e-06    1.49e-04      6.89e-02    6.79e-02      6.87e-03    9.14e-03    2.2e-13
3103000      1.38e-01    9.63e-02      4.00e-04    1.07e-04      7.21e-02    7.04e-02      3.12e-03    6.46e-03    2.2e-13
3104000      1.67e-01    8.97e-02      4.87e-04    1.29e-04      7.59e-02    6.67e-02      6.14e-03    5.27e-03    2.2e-13
3105000      1.60e-01    1.04e-01      4.19e-04    2.20e-04      7.36e-02    6.92e-02      8.58e-03    4.98e-03    2.1e-13
3106000      1.33e-01    9.04e-02      3.61e-04    6.39e-05      6.87e-02    6.87e-02      5.57e-03    6.21e-03    2.1e-13
3107000      9.41e-02    8.89e-02      8.30e-05    1.91e-05      8.33e-02    6.54e-02      4.08e-03    6.67e-03    2.1e-13
3108000      8.76e-02    1.24e-01      1.08e-04    3.26e-04      6.67e-02    6.97e-02      5.30e-03    4.72e-03    2.1e-13
3109000      2.30e-01    8.89e-02      7.12e-04    1.27e-04      8.17e-02    7.72e-02      7.89e-03    2.81e-03    2.1e-13
3110000      1.09e-01    2.29e-01      1.99e-04    7.19e-04      7.25e-02    8.11e-02      6.49e-03    7.02e-03    2.1e-13
3111000      1.05e-01    1.13e-01      4.43e-05    1.36e-05      8.55e-02    8.17e-02      6.68e-03    8.61e-03    2.1e-13
3112000      1.44e-01    1.23e-01      3.96e-04    2.88e-04      7.38e-02    6.41e-02      5.50e-03    7.29e-03    2.1e-13
3113000      8.74e-02    1.12e-01      6.91e-05    2.38e-04      7.41e-02    6.72e-02      4.66e-03    6.53e-03    2.1e-13
3114000      1.40e-01    7.98e-02      3.84e-04    2.82e-05      6.82e-02    6.86e-02      6.12e-03    4.43e-03    2.1e-13
3115000      1.40e-01    1.16e-01      2.79e-04    2.77e-04      7.45e-02    7.69e-02      9.74e-03    4.14e-03    2.0e-13
3116000      1.41e-01    1.13e-01      4.00e-04    2.22e-04      6.55e-02    7.87e-02      5.74e-03    5.64e-03    2.0e-13
3117000      2.65e-01    1.08e-01      8.73e-04    4.86e-05      6.98e-02    7.24e-02      6.67e-03    8.71e-03    2.0e-13
3118000      1.31e-01    9.85e-02      1.83e-05    7.26e-05      8.55e-02    7.20e-02      1.10e-02    7.11e-03    2.0e-13
3119000      1.15e-01    1.10e-01      2.44e-04    1.71e-04      7.80e-02    7.86e-02      5.22e-03    6.56e-03    2.0e-13
3120000      1.14e-01    1.16e-01      1.21e-04    2.71e-04      7.70e-02    7.87e-02      8.54e-03    4.09e-03    1.9e-13
3121000      8.80e-02    1.16e-01      6.55e-05    1.90e-04      7.35e-02    8.29e-02      4.95e-03    6.74e-03    1.9e-13
3122000      1.09e-01    1.78e-01      2.28e-04    5.45e-04      7.48e-02    7.37e-02      5.17e-03    5.08e-03    1.9e-13
3123000      1.05e-01    1.15e-01      1.50e-04    1.95e-04      7.49e-02    8.84e-02      6.73e-03    5.50e-03    1.9e-13
3124000      1.13e-01    1.04e-01      1.62e-04    1.76e-04      7.29e-02    7.27e-02      8.05e-03    6.19e-03    1.9e-13
3125000      1.05e-01    1.01e-01      7.33e-05    1.47e-04      8.06e-02    6.66e-02      7.02e-03    7.05e-03    1.9e-13
3126000      8.58e-02    1.10e-01      5.23e-05    2.32e-04      6.80e-02    8.00e-02      5.59e-03    4.05e-03    1.9e-13
3127000      3.15e-01    1.91e-01      1.05e-03    5.31e-04      7.21e-02    6.94e-02      7.82e-03    1.04e-02    1.9e-13
3128000      1.06e-01    1.31e-01      2.41e-04    3.10e-04      7.38e-02    7.46e-02      3.53e-03    6.75e-03    1.9e-13
3129000      1.01e-01    8.24e-02      1.52e-04    2.91e-05      7.55e-02    6.87e-02      5.69e-03    4.97e-03    1.9e-13
3130000      8.18e-02    1.17e-01      1.02e-04    7.41e-06      7.12e-02    7.64e-02      3.12e-03    9.91e-03    1.8e-13
3131000      1.17e-01    1.19e-01      2.68e-04    2.24e-04      7.84e-02    8.65e-02      4.46e-03    5.62e-03    1.8e-13
3132000      1.55e-01    9.28e-02      4.01e-04    9.82e-05      8.18e-02    7.60e-02      7.34e-03    5.03e-03    1.8e-13
3133000      2.24e-01    1.14e-01      6.69e-04    2.70e-04      7.89e-02    6.56e-02      9.71e-03    5.90e-03    1.8e-13
3134000      1.20e-01    1.20e-01      2.30e-04    3.06e-04      8.35e-02    7.34e-02      6.12e-03    4.26e-03    1.8e-13
3135000      1.17e-01    8.83e-02      8.84e-05    5.59e-05      8.96e-02    7.39e-02      7.80e-03    5.07e-03    1.7e-13
3136000      9.57e-02    1.06e-01      6.32e-05    2.57e-04      7.22e-02    7.09e-02      6.69e-03    3.12e-03    1.7e-13
3137000      1.20e-01    8.72e-02      2.29e-04    2.26e-05      8.19e-02    7.32e-02      6.57e-03    5.22e-03    1.7e-13
3138000      1.20e-01    1.55e-01      1.47e-04    3.98e-04      7.86e-02    6.86e-02      9.01e-03    8.88e-03    1.7e-13
3139000      1.07e-01    1.02e-01      8.62e-05    9.23e-05      8.04e-02    6.64e-02      7.30e-03    8.02e-03    1.7e-13
3140000      1.23e-01    1.46e-01      7.78e-05    3.97e-04      9.19e-02    7.95e-02      8.77e-03    5.34e-03    1.7e-13
3141000      9.10e-02    1.49e-01      6.06e-07    8.71e-06      8.52e-02    8.06e-02      3.56e-03    1.40e-02    1.7e-13
3142000      1.06e-01    1.03e-01      6.70e-05    5.64e-05      6.96e-02    7.25e-02      8.67e-03    7.92e-03    1.7e-13
3143000      9.95e-02    1.23e-01      1.43e-04    1.85e-04      7.31e-02    7.23e-02      5.98e-03    9.38e-03    1.7e-13
3144000      8.50e-02    9.91e-02      2.94e-05    8.41e-05      7.86e-02    6.71e-02      3.47e-03    7.65e-03    1.7e-13
3145000      1.55e-01    9.97e-02      3.71e-04    1.15e-04      6.89e-02    7.92e-02      9.99e-03    5.65e-03    1.6e-13
3146000      1.52e-01    2.16e-01      3.93e-04    6.65e-04      8.57e-02    8.18e-02      6.41e-03    6.95e-03    1.6e-13
3147000      8.81e-02    1.63e-01      1.14e-04    4.60e-04      7.76e-02    7.42e-02      2.94e-03    6.84e-03    1.6e-13
3148000      1.19e-01    1.03e-01      2.42e-04    1.21e-04      7.91e-02    7.08e-02      6.26e-03    7.46e-03    1.6e-13
3149000      9.09e-02    1.75e-01      6.03e-05    4.87e-04      7.20e-02    6.78e-02      5.85e-03    9.18e-03    1.6e-13
3150000      2.11e-01    9.43e-02      6.39e-04    8.90e-05      8.15e-02    7.51e-02      7.75e-03    5.66e-03    1.6e-13
3151000      1.03e-01    1.16e-01      2.71e-05    1.90e-04      8.46e-02    8.29e-02      6.54e-03    6.74e-03    1.6e-13
3152000      1.43e-01    2.74e-01      3.85e-04    8.74e-04      8.57e-02    7.25e-02      3.90e-03    9.79e-03    1.6e-13
3153000      1.58e-01    1.37e-01      4.73e-04    3.42e-04      6.75e-02    7.65e-02      5.37e-03    6.47e-03    1.6e-13
3154000      1.10e-01    1.28e-01      1.54e-04    2.50e-04      6.96e-02    7.00e-02      8.10e-03    8.86e-03    1.6e-13
3155000      9.08e-02    9.57e-02      4.72e-05    1.43e-04      7.78e-02    7.22e-02      5.00e-03    5.32e-03    1.5e-13
3156000      8.41e-02    1.22e-01      7.74e-05    1.04e-04      7.37e-02    7.75e-02      3.76e-03    1.00e-02    1.5e-13
3157000      1.78e-01    9.98e-02      5.24e-04    5.69e-05      7.64e-02    8.39e-02      6.55e-03    5.74e-03    1.5e-13
3158000      1.10e-01    1.04e-01      1.11e-04    1.94e-04      6.79e-02    7.70e-02      8.95e-03    4.76e-03    1.5e-13
3159000      1.59e-01    1.71e-01      4.16e-04    5.25e-04      7.67e-02    7.36e-02      8.12e-03    4.31e-03    1.5e-13
